window_size,video_id,video_name,identity,accuracy,precision_not_behavior,precision_behavior,recall_not_behavior,recall_behavior,f1_not_behavior,f1_behavior
20,29,org-3-uploads-stage.study_410.cage_4480.2025-08-02.03.41.mp4,0,0.961644,0.982332,0.890244,0.968641,0.935897,0.975439,0.9125
20,30,org-3-uploads-stage.study_431.cage_4558.2025-08-04.08.38.mp4,2,0.825641,0.860465,0.798165,0.770833,0.878788,0.813187,0.836538
20,31,org-3-uploads-stage.study_410.cage_4480.2025-08-02.03.41.mp4,1,0.89375,0.896104,0.833333,0.992806,0.238095,0.94198,0.37037
20,32,org-3-uploads-stage.study_470.cage_5026.2025-09-05.02.07.mp4,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
20,33,org-3-uploads-stage.study_448.cage_4868.2025-10-10.03.46.mp4,1,0.892857,1.0,0.775,0.830189,1.0,0.907216,0.873239
20,34,org-3-uploads-stage.study_410.cage_4483.2025-07-16.13.28.mp4,1,0.886364,0.907407,0.791667,0.951456,0.655172,0.92891,0.716981
20,35,org-3-uploads-stage.study_448.cage_4864.2025-09-06.00.48.mp4,0,0.918919,1.0,0.863636,0.833333,1.0,0.909091,0.926829
20,36,org-3-uploads-stage.study_470.cage_5049.2025-09-09.00.30.mp4,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
20,37,org-9-uploads-stage.study_1175.cage_5999.2025-06-29.05.08.mp4,0,0.963816,0.995781,0.850746,0.95935,0.982759,0.977226,0.912
20,38,org-3-uploads-stage.study_508.cage_5524.2025-10-15.22.36.mp4,0,0.916667,1.0,0.830189,0.859375,1.0,0.92437,0.907216
20,39,org-3-uploads-stage.study_410.cage_4481.2025-08-01.22.32.mp4,1,0.977273,0.969925,1.0,1.0,0.914894,0.984733,0.955556
20,40,org-3-uploads-stage.study_447.cage_4838.2025-08-15.05.30.mp4,1,0.818713,0.71028,1.0,1.0,0.673684,0.830601,0.805031
20,41,org-9-uploads-stage.study_1174.cage_5991.2025-06-15.16.00.mp4,1,0.544118,0.678571,0.509259,0.263889,0.859375,0.38,0.639535
20,42,org-3-uploads-stage.study_431.cage_4555.2025-07-19.04.49.mp4,2,0.947619,0.964912,0.871795,0.970588,0.85,0.967742,0.860759
20,43,org-3-uploads-stage.study_410.cage_4482.2025-07-16.07.13.mp4,1,0.902778,0.87931,1.0,1.0,0.666667,0.93578,0.8
20,44,org-3-uploads-stage.study_431.cage_4558.2025-08-04.08.38.mp4,0,0.981308,0.97619,1.0,1.0,0.92,0.987952,0.958333
20,45,org-3-uploads-stage.study_428.cage_4507.2025-07-13.05.44.mp4,2,0.73913,0.808824,0.638298,0.763889,0.697674,0.785714,0.666667
20,46,org-3-uploads-stage.study_410.cage_4480.2025-08-04.09.17.mp4,2,0.737892,0.867647,0.557823,0.731405,0.752294,0.793722,0.640625
20,47,org-3-uploads-stage.study_410.cage_4482.2025-08-05.11.18.mp4,2,0.98913,0.983333,1.0,1.0,0.969697,0.991597,0.984615
20,48,org-9-uploads-stage.study_1013.cage_4995.2025-03-17.02.55.mp4,2,0.943478,0.936275,1.0,1.0,0.666667,0.967089,0.8
20,49,org-3-prod.study_443.cage_4823.2025-08-11.23.10.mp4,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
20,50,org-3-prod.study_428.cage_4522.2025-07-15.00.22.mp4,1,0.703488,0.741071,0.633333,0.790476,0.567164,0.764977,0.598425
20,51,org-9-uploads-stage.study_1175.cage_5999.2025-06-29.05.08.mp4,1,0.916667,1.0,0.753086,0.888268,1.0,0.940828,0.859155
20,52,org-3-uploads-stage.study_447.cage_4840.2025-08-20.12.10.mp4,0,0.873874,0.745455,1.0,1.0,0.8,0.854167,0.888889
20,53,org-3-uploads-stage.study_426.cage_4471.2025-07-10.01.56.mp4,0,0.900826,0.893805,1.0,1.0,0.4,0.943925,0.571429
20,54,org-3-uploads-stage.study_476.cage_5056.2025-09-24.22.45.mp4,1,0.977324,1.0,0.9,0.97151,1.0,0.985549,0.947368
20,55,org-3-prod.study_443.cage_4823.2025-08-11.23.16.mp4,0,0.920455,0.945455,0.905455,0.857143,0.965116,0.899135,0.934334
20,56,org-9-uploads-stage.study_1013.cage_4995.2025-03-17.02.55.mp4,0,0.870968,0.974359,0.695652,0.844444,0.941176,0.904762,0.8
20,57,org-3-uploads-stage.study_460.cage_4977.2025-09-03.09.07.mp4,0,0.989011,0.981982,1.0,1.0,0.972603,0.990909,0.986111
20,58,org-3-uploads-stage.study_460.cage_4986.2025-09-04.04.04.mp4,1,0.856164,0.940171,0.517241,0.887097,0.681818,0.912863,0.588235
20,59,org-3-uploads-stage.study_448.cage_4864.2025-09-06.00.48.mp4,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
20,60,org-3-uploads-stage.study_410.cage_4479.2025-07-30.11.10.mp4,2,0.96679,0.959821,1.0,1.0,0.839286,0.979499,0.912621
5,0,org-3-uploads-stage.study_448.cage_4868.2025-10-10.03.46.mp4,1,0.785714,0.857143,0.685714,0.792453,0.774194,0.823529,0.727273
5,1,org-3-uploads-stage.study_447.cage_4840.2025-08-23.14.43.mp4,2,0.813953,0.698113,1.0,1.0,0.673469,0.822222,0.804878
5,2,org-3-prod.study_443.cage_4823.2025-08-11.23.16.mp4,0,0.904545,0.916667,0.897059,0.846154,0.945736,0.88,0.920755
5,3,org-9-uploads-stage.study_1013.cage_4995.2025-03-17.02.55.mp4,0,0.768817,0.870968,0.564516,0.8,0.686275,0.833977,0.619469
5,4,org-3-prod.study_443.cage_4823.2025-08-11.23.07.mp4,1,0.856,0.984375,0.721311,0.7875,0.977778,0.875,0.830189
5,5,org-3-uploads-stage.study_410.cage_4486.2025-07-12.00.06.mp4,1,0.788043,0.850394,0.649123,0.84375,0.660714,0.847059,0.654867
5,6,org-3-uploads-stage.study_431.cage_4555.2025-07-19.04.49.mp4,0,0.969543,0.96319,1.0,1.0,0.85,0.98125,0.918919
5,7,org-3-uploads-stage.study_508.cage_5524.2025-10-15.22.36.mp4,0,0.833333,0.870968,0.782609,0.84375,0.818182,0.857143,0.8
5,8,org-3-prod.study_443.cage_4823.2025-08-11.23.11.mp4,2,0.910891,0.986301,0.714286,0.9,0.952381,0.941176,0.816327
5,9,org-3-uploads-stage.study_460.cage_4986.2025-09-03.08.11.mp4,0,0.848485,0.782609,1.0,1.0,0.666667,0.878049,0.8
5,10,org-3-prod.study_428.cage_4522.2025-07-15.00.22.mp4,2,0.75,1.0,0.636364,0.555556,1.0,0.714286,0.777778
5,11,org-3-uploads-stage.study_431.cage_4555.2025-07-19.04.49.mp4,2,0.719048,0.95122,0.390805,0.688235,0.85,0.798635,0.535433
5,12,org-3-uploads-stage.study_410.cage_4482.2025-08-05.11.18.mp4,2,0.826087,0.852459,0.774194,0.881356,0.727273,0.866667,0.75
5,13,org-3-uploads-stage.study_427.cage_4488.2025-07-17.00.18.mp4,1,0.728435,0.93,0.371681,0.723735,0.75,0.814004,0.497041
5,14,org-3-uploads-stage.study_410.cage_4479.2025-07-11.21.08.mp4,1,0.898089,0.974026,0.686747,0.896414,0.904762,0.93361,0.780822
5,15,org-3-uploads-stage.study_427.cage_4488.2025-07-17.00.18.mp4,0,0.768421,0.90625,0.483871,0.783784,0.714286,0.84058,0.576923
5,16,org-3-uploads-stage.study_410.cage_4482.2025-07-14.13.38.mp4,0,0.944785,0.970588,0.55,0.970588,0.55,0.970588,0.55
5,17,org-3-uploads-stage.study_431.cage_4558.2025-08-04.08.38.mp4,0,0.962617,0.964286,0.956522,0.987805,0.88,0.975904,0.916667
5,18,org-3-uploads-stage.study_447.cage_4840.2025-08-22.01.45.mp4,0,0.787234,0.830769,0.689655,0.857143,0.645161,0.84375,0.666667
5,19,org-3-uploads-stage.study_470.cage_5026.2025-09-05.02.07.mp4,0,0.836735,0.916667,0.76,0.785714,0.904762,0.846154,0.826087
5,20,org-3-uploads-stage.study_507.cage_5502.2025-10-15.22.32.mp4,0,0.776398,0.878261,0.521739,0.821138,0.631579,0.848739,0.571429
5,21,org-9-uploads-stage.study_1013.cage_4995.2025-03-17.02.55.mp4,2,0.930435,0.958115,0.794872,0.958115,0.794872,0.958115,0.794872
5,22,org-3-uploads-stage.study_428.cage_4507.2025-07-13.05.44.mp4,2,0.704348,0.931818,0.56338,0.569444,0.930233,0.706897,0.701754
5,23,org-3-prod.study_428.cage_4522.2025-07-15.00.22.mp4,0,0.728261,1.0,0.468085,0.642857,1.0,0.782609,0.637681
5,24,org-3-uploads-stage.study_460.cage_4977.2025-09-03.09.07.mp4,0,0.983516,0.981818,0.986111,0.990826,0.972603,0.986301,0.97931
5,25,org-3-uploads-stage.study_426.cage_4476.2025-07-26.23.44.mp4,0,0.903226,0.87234,1.0,1.0,0.714286,0.931818,0.833333
5,26,org-3-uploads-stage.study_450.cage_4907.2025-08-20.00.11.mp4,0,0.813953,0.833333,0.8,0.75,0.869565,0.789474,0.833333
5,27,org-3-uploads-stage.study_447.cage_4840.2025-08-27.04.25.mp4,0,0.894737,0.926829,0.758621,0.942149,0.709677,0.934426,0.733333
5,28,org-9-uploads-stage.study_1175.cage_5999.2025-06-29.05.08.mp4,2,0.884831,0.953488,0.509091,0.914013,0.666667,0.933333,0.57732
5,29,org-3-uploads-stage.study_439.cage_4751.2025-08-03.10.37.mp4,2,0.860714,0.92437,0.5,0.912863,0.538462,0.91858,0.518519
5,30,org-3-uploads-stage.study_447.cage_4840.2025-08-20.12.10.mp4,0,0.810811,0.678571,0.945455,0.926829,0.742857,0.783505,0.832
5,31,org-3-uploads-stage.study_460.cage_4979.2025-09-04.05.45.mp4,1,0.780488,0.7,1.0,1.0,0.55,0.823529,0.709677
5,32,org-3-prod.study_443.cage_4823.2025-08-11.23.16.mp4,1,0.912088,0.880734,0.958904,0.969697,0.843373,0.923077,0.897436
5,33,org-3-uploads-stage.study_410.cage_4480.2025-08-02.03.41.mp4,0,0.890411,0.959108,0.697917,0.898955,0.858974,0.928058,0.770115
5,34,org-3-uploads-stage.study_410.cage_4482.2025-07-30.05.49.mp4,2,0.825,0.983607,0.661017,0.75,0.975,0.851064,0.787879
5,35,org-3-prod.study_428.cage_4522.2025-07-15.00.22.mp4,1,0.627907,0.688073,0.52381,0.714286,0.492537,0.700935,0.507692
5,36,org-9-uploads-stage.study_1013.cage_4995.2025-03-17.00.08.mp4,0,0.954654,0.98939,0.642857,0.96134,0.870968,0.975163,0.739726
5,37,org-3-uploads-stage.study_507.cage_5505.2025-10-16.16.07.mp4,1,0.86911,0.97619,0.661538,0.848276,0.934783,0.907749,0.774775
5,38,org-3-uploads-stage.study_431.cage_4558.2025-08-04.08.38.mp4,2,0.835897,0.762295,0.958904,0.96875,0.707071,0.853211,0.813953
5,39,org-3-uploads-stage.study_476.cage_5057.2025-09-26.09.40.mp4,2,0.816993,0.730769,0.861386,0.730769,0.861386,0.730769,0.861386
5,40,org-3-uploads-stage.study_410.cage_4482.2025-07-14.13.38.mp4,1,0.912409,0.95,0.810811,0.931373,0.857143,0.940594,0.833333
5,41,org-3-uploads-stage.study_410.cage_4482.2025-07-16.07.13.mp4,1,0.819444,0.952381,0.633333,0.784314,0.904762,0.860215,0.745098
5,42,org-3-uploads-stage.study_410.cage_4484.2025-07-30.14.19.mp4,2,0.710843,0.850467,0.457627,0.739837,0.627907,0.791304,0.529412
5,43,org-9-uploads-stage.study_1175.cage_5999.2025-06-29.05.08.mp4,0,0.881579,0.977273,0.630952,0.873984,0.913793,0.922747,0.746479
5,44,org-3-uploads-stage.study_447.cage_4840.2025-08-16.23.16.mp4,0,0.79868,0.852321,0.606061,0.885965,0.533333,0.868817,0.567376
5,45,org-9-uploads-stage.study_1175.cage_5999.2025-06-29.05.08.mp4,1,0.866667,0.962264,0.679012,0.854749,0.901639,0.905325,0.774648
5,46,org-9-uploads-stage.study_1174.cage_5991.2025-06-15.16.00.mp4,1,0.558824,0.642857,0.521277,0.375,0.765625,0.473684,0.620253
5,47,org-3-uploads-stage.study_410.cage_4480.2025-08-04.09.17.mp4,2,0.62963,0.829412,0.441989,0.582645,0.733945,0.684466,0.551724
5,48,org-3-uploads-stage.study_410.cage_4484.2025-07-14.16.12.mp4,2,0.821192,0.831325,0.808824,0.841463,0.797101,0.836364,0.80292
5,49,org-3-uploads-stage.study_448.cage_4864.2025-09-06.00.48.mp4,2,0.879121,1.0,0.676471,0.838235,1.0,0.912,0.807018
5,50,org-3-uploads-stage.study_410.cage_4486.2025-07-16.13.08.mp4,1,0.886889,0.905882,0.755102,0.9625,0.536232,0.933333,0.627119
5,51,org-3-prod.study_443.cage_4823.2025-08-11.23.10.mp4,0,0.953333,0.986667,0.92,0.925,0.985714,0.954839,0.951724
5,52,org-3-uploads-stage.study_410.cage_4481.2025-08-01.22.32.mp4,1,0.914773,0.938462,0.847826,0.945736,0.829787,0.942085,0.83871
5,53,org-3-uploads-stage.study_448.cage_4864.2025-09-06.00.48.mp4,0,0.594595,0.636364,0.576923,0.388889,0.789474,0.482759,0.666667
5,54,org-3-uploads-stage.study_460.cage_4984.2025-09-03.05.37.mp4,0,0.663551,0.352941,0.946429,0.857143,0.616279,0.5,0.746479
5,55,org-3-uploads-stage.study_426.cage_4471.2025-07-10.01.56.mp4,0,0.859504,0.888889,0.615385,0.950495,0.4,0.91866,0.484848
5,56,org-3-uploads-stage.study_470.cage_5049.2025-09-09.00.30.mp4,2,0.835616,0.72093,1.0,1.0,0.714286,0.837838,0.833333
5,57,org-3-uploads-stage.study_447.cage_4838.2025-08-15.05.30.mp4,1,0.690058,0.609524,0.818182,0.842105,0.568421,0.707182,0.670807
5,58,org-3-uploads-stage.study_410.cage_4479.2025-07-30.11.10.mp4,2,0.929889,0.922414,0.974359,0.995349,0.678571,0.957494,0.8
5,59,org-3-uploads-stage.study_460.cage_4986.2025-09-04.04.04.mp4,1,0.760274,0.87395,0.259259,0.83871,0.318182,0.855967,0.285714
5,60,org-3-prod.study_443.cage_4823.2025-08-11.23.22.mp4,0,0.755784,0.994737,0.527638,0.667845,0.990566,0.799154,0.688525
30,0,org-3-uploads-stage.study_476.cage_5056.2025-09-24.22.45.mp4,1,0.972789,0.994169,0.897959,0.97151,0.977778,0.982709,0.93617
30,1,org-3-uploads-stage.study_470.cage_5049.2025-09-09.00.30.mp4,2,0.986301,0.96875,1.0,1.0,0.97619,0.984127,0.987952
30,2,org-3-uploads-stage.study_410.cage_4482.2025-07-14.13.38.mp4,1,0.912409,0.916667,0.896552,0.970588,0.742857,0.942857,0.8125
30,3,org-3-uploads-stage.study_448.cage_4864.2025-09-06.00.48.mp4,0,0.891892,1.0,0.826087,0.777778,1.0,0.875,0.904762
30,4,org-3-uploads-stage.study_476.cage_5057.2025-09-26.09.40.mp4,2,0.908497,0.787879,1.0,1.0,0.861386,0.881356,0.925532
30,5,org-3-prod.study_443.cage_4823.2025-08-11.23.11.mp4,2,0.871287,1.0,0.617647,0.8375,1.0,0.911565,0.763636
30,6,org-3-uploads-stage.study_427.cage_4488.2025-07-17.00.18.mp4,0,0.810526,1.0,0.538462,0.756757,1.0,0.861538,0.7
30,7,org-3-uploads-stage.study_410.cage_4479.2025-07-11.21.08.mp4,1,0.961783,1.0,0.84,0.952191,1.0,0.97551,0.913043
30,8,org-3-uploads-stage.study_450.cage_4907.2025-08-20.00.11.mp4,0,0.930233,1.0,0.884615,0.85,1.0,0.918919,0.938776
30,9,org-3-uploads-stage.study_447.cage_4840.2025-08-20.12.10.mp4,0,0.846847,0.706897,1.0,1.0,0.757143,0.828283,0.861789
30,10,org-9-uploads-stage.study_1174.cage_5991.2025-06-15.16.00.mp4,1,0.661765,1.0,0.581818,0.361111,1.0,0.530612,0.735632
30,11,org-3-uploads-stage.study_431.cage_4555.2025-07-19.04.49.mp4,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
30,12,org-3-prod.study_443.cage_4823.2025-08-11.23.22.mp4,0,0.719794,1.0,0.493023,0.614841,1.0,0.761488,0.660436
30,13,org-3-uploads-stage.study_410.cage_4480.2025-08-02.03.41.mp4,1,0.91875,0.914474,1.0,1.0,0.380952,0.955326,0.551724
30,14,org-3-uploads-stage.study_410.cage_4484.2025-07-14.16.12.mp4,2,0.900662,0.868132,0.95,0.963415,0.826087,0.913295,0.883721
30,15,org-9-uploads-stage.study_1175.cage_5999.2025-06-29.05.08.mp4,1,0.966667,1.0,0.884058,0.955307,1.0,0.977143,0.938462
30,16,org-3-prod.study_443.cage_4823.2025-08-11.23.10.mp4,0,0.94,1.0,0.886076,0.8875,1.0,0.940397,0.939597
30,17,org-3-uploads-stage.study_447.cage_4840.2025-08-22.01.45.mp4,0,0.638298,0.659341,0.0,0.952381,0.0,0.779221,0.0
30,18,org-3-uploads-stage.study_447.cage_4840.2025-08-16.23.16.mp4,0,0.851485,0.850575,0.857143,0.973684,0.48,0.907975,0.615385
30,19,org-3-uploads-stage.study_431.cage_4555.2025-07-19.04.49.mp4,2,0.92381,0.952941,0.8,0.952941,0.8,0.952941,0.8
30,20,org-3-uploads-stage.study_410.cage_4482.2025-07-16.07.13.mp4,1,0.861111,0.836066,1.0,1.0,0.52381,0.910714,0.6875
30,21,org-3-uploads-stage.study_410.cage_4486.2025-07-12.00.06.mp4,1,0.86413,0.912,0.762712,0.890625,0.803571,0.901186,0.782609
30,22,org-9-uploads-stage.study_1013.cage_4995.2025-03-17.00.08.mp4,0,0.918854,0.963351,0.459459,0.948454,0.548387,0.955844,0.5
30,23,org-3-uploads-stage.study_439.cage_4751.2025-08-03.10.37.mp4,2,0.871429,0.911647,0.548387,0.941909,0.435897,0.926531,0.485714
30,24,org-3-prod.study_443.cage_4823.2025-08-11.23.16.mp4,1,0.82967,0.814815,0.851351,0.888889,0.759036,0.850242,0.802548
30,25,org-3-uploads-stage.study_470.cage_5026.2025-09-05.02.07.mp4,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
30,26,org-3-uploads-stage.study_507.cage_5505.2025-10-16.16.07.mp4,1,0.900524,0.884146,1.0,1.0,0.586957,0.938511,0.739726
30,27,org-3-uploads-stage.study_410.cage_4480.2025-08-02.03.41.mp4,0,0.958904,0.950331,1.0,1.0,0.807692,0.974533,0.893617
30,28,org-3-uploads-stage.study_427.cage_4488.2025-07-17.00.18.mp4,1,0.805112,0.904959,0.464789,0.85214,0.589286,0.877756,0.519685
30,29,org-3-uploads-stage.study_460.cage_4977.2025-09-03.09.07.mp4,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
30,30,org-3-uploads-stage.study_428.cage_4507.2025-07-13.05.44.mp4,2,0.66087,0.73913,0.543478,0.708333,0.581395,0.723404,0.561798
30,31,org-3-uploads-stage.study_410.cage_4486.2025-07-16.13.08.mp4,1,0.984576,0.981595,1.0,1.0,0.913043,0.990712,0.954545
30,32,org-3-uploads-stage.study_447.cage_4840.2025-08-23.14.43.mp4,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
30,33,org-3-prod.study_428.cage_4522.2025-07-15.00.22.mp4,0,0.98913,1.0,0.956522,0.985714,1.0,0.992806,0.977778
30,34,org-3-uploads-stage.study_470.cage_5049.2025-09-09.00.30.mp4,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
30,35,org-3-uploads-stage.study_410.cage_4481.2025-08-01.22.32.mp4,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0
30,36,org-3-uploads-stage.study_410.cage_4482.2025-08-05.11.18.mp4,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
30,37,org-3-uploads-stage.study_460.cage_4986.2025-09-04.04.04.mp4,1,0.856164,1.0,0.511628,0.830645,1.0,0.907489,0.676923
30,38,org-3-uploads-stage.study_426.cage_4476.2025-07-26.23.44.mp4,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
30,39,org-3-uploads-stage.study_431.cage_4558.2025-08-04.08.38.mp4,0,0.906542,0.918605,0.857143,0.963415,0.72,0.940476,0.782609
30,40,org-9-uploads-stage.study_1175.cage_5999.2025-06-29.05.08.mp4,2,0.97191,0.969136,1.0,1.0,0.761905,0.984326,0.864865
30,41,org-9-uploads-stage.study_1013.cage_4995.2025-03-17.02.55.mp4,2,0.873913,0.868182,1.0,1.0,0.25641,0.92944,0.408163
30,42,org-3-uploads-stage.study_447.cage_4838.2025-08-15.05.30.mp4,1,0.842105,0.737864,1.0,1.0,0.715789,0.849162,0.834356
30,43,org-3-uploads-stage.study_448.cage_4868.2025-10-10.03.46.mp4,1,0.833333,0.953488,0.707317,0.773585,0.935484,0.854167,0.805556
30,44,org-3-uploads-stage.study_410.cage_4480.2025-08-04.09.17.mp4,2,0.698006,0.869565,0.508982,0.661157,0.779817,0.751174,0.615942
30,45,org-3-uploads-stage.study_447.cage_4840.2025-08-27.04.25.mp4,0,0.940789,1.0,0.775,0.92562,1.0,0.961373,0.873239
30,46,org-3-uploads-stage.study_410.cage_4482.2025-07-14.13.38.mp4,0,0.941718,1.0,0.512821,0.937908,1.0,0.96796,0.677966
30,47,org-3-uploads-stage.study_508.cage_5524.2025-10-15.22.36.mp4,0,0.990741,0.984615,1.0,1.0,0.977273,0.992248,0.988506
30,48,org-3-prod.study_443.cage_4823.2025-08-11.23.16.mp4,0,0.893182,0.872928,0.907336,0.868132,0.910853,0.870523,0.909091
30,49,org-3-prod.study_443.cage_4823.2025-08-11.23.07.mp4,1,0.944,1.0,0.865385,0.9125,1.0,0.954248,0.927835
30,50,org-3-uploads-stage.study_410.cage_4484.2025-07-30.14.19.mp4,2,0.89759,0.878571,1.0,1.0,0.604651,0.935361,0.753623
30,51,org-3-uploads-stage.study_426.cage_4471.2025-07-10.01.56.mp4,0,0.958678,0.95283,1.0,1.0,0.75,0.975845,0.857143
30,52,org-9-uploads-stage.study_1175.cage_5999.2025-06-29.05.08.mp4,0,0.884868,0.875445,1.0,1.0,0.396552,0.933586,0.567901
30,53,org-3-uploads-stage.study_410.cage_4479.2025-07-30.11.10.mp4,2,0.99262,0.990783,1.0,1.0,0.964286,0.99537,0.981818
30,54,org-3-uploads-stage.study_410.cage_4483.2025-07-16.13.28.mp4,1,0.848485,0.936842,0.621622,0.864078,0.793103,0.89899,0.69697
30,55,org-3-uploads-stage.study_410.cage_4482.2025-07-30.05.49.mp4,2,0.883333,0.923077,0.809524,0.9,0.85,0.911392,0.829268
30,56,org-3-uploads-stage.study_431.cage_4558.2025-08-04.08.38.mp4,2,0.907692,0.897959,0.917526,0.916667,0.89899,0.907216,0.908163
30,57,org-9-uploads-stage.study_1013.cage_4995.2025-03-17.02.55.mp4,0,0.854839,1.0,0.653846,0.8,1.0,0.888889,0.790698
30,58,org-3-uploads-stage.study_448.cage_4864.2025-09-06.00.48.mp4,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
30,59,org-3-uploads-stage.study_507.cage_5502.2025-10-15.22.32.mp4,0,0.931677,0.91791,1.0,1.0,0.710526,0.957198,0.830769
30,60,org-3-prod.study_428.cage_4522.2025-07-15.00.22.mp4,2,0.979167,1.0,0.954545,0.962963,1.0,0.981132,0.976744
